,Unnamed: 0,Unnamed: 0.2,targetApp,lifecycle:transition,eventType,target.sheetName,timeStamp,target.workbookName,case:concept:name,case:description,url,target.name,target.value,Column,Row,idx,Task,target.id,target.innerText,target.tagName,content
8875,8875,8875,Web,complete,waitResponse,,2019-02-22 06:07:01.905000+00:00,,609,instance with id 609,www.webpage.com/wrong,,,,,608,CopyPasteStuff,,,,
8876,8876,8876,Excel,complete,insertValue,,2019-02-22 06:07:03.766000+00:00,,609,instance with id 609,,,Wrong log-in,A,10.0,608,CopyPasteStuff,A10.0,,,
8877,8877,8877,Excel,complete,insertValue,,2019-02-22 06:07:05.952000+00:00,,609,instance with id 609,,,Wrong log-in,B,10.0,608,CopyPasteStuff,B10.0,,,
8878,8878,8878,Excel,complete,insertValue,,2019-02-22 06:07:08.581000+00:00,,609,instance with id 609,,,Wrong log-in,C,10.0,608,CopyPasteStuff,C10.0,,,
8879,8879,8879,Web,complete,clickButton,,2019-02-22 06:07:10.416000+00:00,,609,instance with id 609,,,,,,608,CopyPasteStuff,,cancel,,
8880,8880,8880,Excel,complete,openFile,Sheet1,2019-02-22 06:07:20.416000+00:00,data.xls,610,instance with id 610,,,,,,609,CopyPasteStuff,,,,
8881,8881,8881,Web,complete,goToUrl,,2019-02-22 06:07:25.014000+00:00,,610,instance with id 610,www.webpage.com,,,,,609,CopyPasteStuff,,,,
8882,8882,8882,Web,complete,insertValue,,2019-02-22 06:07:37.498000+00:00,,610,instance with id 610,,,Frank01,,,609,CopyPasteStuff,,username,,
8883,8883,8883,Web,complete,insertValue,,2019-02-22 06:07:46.914000+00:00,,610,instance with id 610,,,LittleFrank123,,,609,CopyPasteStuff,,password,,
8884,8884,8884,Web,complete,clickButton,,2019-02-22 06:07:55.550000+00:00,,610,instance with id 610,,,,,,609,CopyPasteStuff,,confirm,,
8885,8885,8885,Web,complete,waitResponse,,2019-02-22 06:07:58.803000+00:00,,610,instance with id 610,www.webpage.com/error,,,,,609,CopyPasteStuff,,,,
8886,8886,8886,Web,complete,goToUrl,,2019-02-22 06:07:58.803000+00:00,,610,instance with id 610,www.webpage.com,,,,,609,CopyPasteStuff,,,,
8887,8887,8887,Web,complete,insertValue,,2019-02-22 06:08:02.646000+00:00,,610,instance with id 610,,,Frank01,,,609,CopyPasteStuff,,username,,
8888,8888,8888,Web,complete,insertValue,,2019-02-22 06:08:13.912000+00:00,,610,instance with id 610,,,LittleFrank123,,,609,CopyPasteStuff,,password,,
8889,8889,8889,Web,complete,clickButton,,2019-02-22 06:08:30.400000+00:00,,610,instance with id 610,,,,,,609,CopyPasteStuff,,confirm,,
8890,8890,8890,Web,complete,waitResponse,,2019-02-22 06:08:32.342000+00:00,,610,instance with id 610,www.webpage.com/ok,,,,,609,CopyPasteStuff,,,,
8891,8891,8891,Web,complete,clickButton,,2019-02-22 06:08:34.991000+00:00,,610,instance with id 610,,,,,,609,CopyPasteStuff,,Button1,,
8892,8892,8892,Web,complete,clickButton,,2019-02-22 06:08:37.007000+00:00,,610,instance with id 610,,,,,,609,CopyPasteStuff,,B2,,
8893,8893,8893,Web,complete,insertValue,,2019-02-22 06:08:39.683000+00:00,,610,instance with id 610,,,182381,,,609,CopyPasteStuff,,ID,,
8894,8894,8894,Excel,complete,copy,,2019-02-22 06:08:42.524000+00:00,,610,instance with id 610,,,Au 58124829 XT,B,1.0,609,CopyPasteStuff,B1.0,,,
8895,8895,8895,Web,complete,paste,,2019-02-22 06:08:45.437000+00:00,,610,instance with id 610,,,Au 58124829 XT,,,609,CopyPasteStuff,,Special code,,
8896,8896,8896,Excel,complete,copy,,2019-02-22 06:08:48.506000+00:00,,610,instance with id 610,,,Melbourne 123,B,2.0,609,CopyPasteStuff,B2.0,,,
8897,8897,8897,Web,complete,paste,,2019-02-22 06:08:51.723000+00:00,,610,instance with id 610,,,Melbourne 123,,,609,CopyPasteStuff,,Area,,
8898,8898,8898,Web,complete,clickButton,,2019-02-22 06:08:56.348000+00:00,,610,instance with id 610,,,,,,609,CopyPasteStuff,,OK,,
8899,8899,8899,Excel,complete,openFile,Sheet1,2019-02-22 06:09:06.348000+00:00,data.xls,611,instance with id 611,,,,,,610,CopyPasteStuff,,,,
8900,8900,8900,Web,complete,goToUrl,,2019-02-22 06:09:14.725000+00:00,,611,instance with id 611,www.webpage.com,,,,,610,CopyPasteStuff,,,,
8901,8901,8901,Web,complete,insertValue,,2019-02-22 06:09:25.377000+00:00,,611,instance with id 611,,,Frank01,,,610,CopyPasteStuff,,username,,
8902,8902,8902,Web,complete,insertValue,,2019-02-22 06:09:31.823000+00:00,,611,instance with id 611,,,LittleFrank123,,,610,CopyPasteStuff,,password,,
8903,8903,8903,Web,complete,clickButton,,2019-02-22 06:09:40.152000+00:00,,611,instance with id 611,,,,,,610,CopyPasteStuff,,confirm,,
8904,8904,8904,Web,complete,waitResponse,,2019-02-22 06:09:43.514000+00:00,,611,instance with id 611,www.webpage.com/wrong,,,,,610,CopyPasteStuff,,,,
8905,8905,8905,Excel,complete,insertValue,,2019-02-22 06:10:03.141000+00:00,,611,instance with id 611,,,Wrong log-in,A,10.0,610,CopyPasteStuff,A10.0,,,
8906,8906,8906,Excel,complete,insertValue,,2019-02-22 06:10:03.141000+00:00,,611,instance with id 611,,,Wrong log-in,B,10.0,610,CopyPasteStuff,B10.0,,,
8907,8907,8907,Excel,complete,insertValue,,2019-02-22 06:10:06.314000+00:00,,611,instance with id 611,,,Wrong log-in,C,10.0,610,CopyPasteStuff,C10.0,,,
8908,8908,8908,Web,complete,clickButton,,2019-02-22 06:10:09.446000+00:00,,611,instance with id 611,,,,,,610,CopyPasteStuff,,cancel,,
8909,8909,8909,Excel,complete,openFile,Sheet1,2019-02-22 06:10:19.446000+00:00,data.xls,612,instance with id 612,,,,,,611,CopyPasteStuff,,,,
8910,8910,8910,Web,complete,goToUrl,,2019-02-22 06:10:22.191000+00:00,,612,instance with id 612,www.webpage.com,,,,,611,CopyPasteStuff,,,,
8911,8911,8911,Web,complete,insertValue,,2019-02-22 06:10:34.098000+00:00,,612,instance with id 612,,,Frank01,,,611,CopyPasteStuff,,username,,
8912,8912,8912,Web,complete,insertValue,,2019-02-22 06:10:39.095000+00:00,,612,instance with id 612,,,LittleFrank123,,,611,CopyPasteStuff,,password,,
8913,8913,8913,Web,complete,clickButton,,2019-02-22 06:10:46.875000+00:00,,612,instance with id 612,,,,,,611,CopyPasteStuff,,confirm,,
8914,8914,8914,Web,complete,waitResponse,,2019-02-22 06:10:50.896000+00:00,,612,instance with id 612,www.webpage.com/ok,,,,,611,CopyPasteStuff,,,,
8915,8915,8915,Web,complete,clickButton,,2019-02-22 06:11:02.276000+00:00,,612,instance with id 612,,,,,,611,CopyPasteStuff,,Button1,,
8916,8916,8916,Web,complete,clickButton,,2019-02-22 06:11:05.221000+00:00,,612,instance with id 612,,,,,,611,CopyPasteStuff,,B2,,
8917,8917,8917,Web,complete,insertValue,,2019-02-22 06:11:08.011000+00:00,,612,instance with id 612,,,182381,,,611,CopyPasteStuff,,ID,,
8918,8918,8918,Excel,complete,copy,,2019-02-22 06:11:10.996000+00:00,,612,instance with id 612,,,Au 58124829 XT,B,1.0,611,CopyPasteStuff,B1.0,,,
8919,8919,8919,Web,complete,paste,,2019-02-22 06:11:14.261000+00:00,,612,instance with id 612,,,Au 58124829 XT,,,611,CopyPasteStuff,,Special code,,
8920,8920,8920,Excel,complete,copy,,2019-02-22 06:11:17.140000+00:00,,612,instance with id 612,,,Melbourne 123,B,2.0,611,CopyPasteStuff,B2.0,,,
8921,8921,8921,Web,complete,paste,,2019-02-22 06:11:21.845000+00:00,,612,instance with id 612,,,Melbourne 123,,,611,CopyPasteStuff,,Area,,
8922,8922,8922,Web,complete,clickButton,,2019-02-22 06:11:25.277000+00:00,,612,instance with id 612,,,,,,611,CopyPasteStuff,,OK,,
8923,8923,8923,Excel,complete,openFile,Sheet1,2019-02-22 06:11:35.277000+00:00,data.xls,613,instance with id 613,,,,,,612,CopyPasteStuff,,,,
8924,8924,8924,Web,complete,goToUrl,,2019-02-22 06:11:49.074000+00:00,,613,instance with id 613,www.webpage.com,,,,,612,CopyPasteStuff,,,,
8925,8925,8925,Web,complete,insertValue,,2019-02-22 06:12:01.297000+00:00,,613,instance with id 613,,,Frank01,,,612,CopyPasteStuff,,username,,
8926,8926,8926,Web,complete,insertValue,,2019-02-22 06:12:14.752000+00:00,,613,instance with id 613,,,LittleFrank123,,,612,CopyPasteStuff,,password,,
8927,8927,8927,Web,complete,clickButton,,2019-02-22 06:12:18.121000+00:00,,613,instance with id 613,,,,,,612,CopyPasteStuff,,confirm,,
8928,8928,8928,Web,complete,waitResponse,,2019-02-22 06:12:21.323000+00:00,,613,instance with id 613,www.webpage.com/ok,,,,,612,CopyPasteStuff,,,,
8929,8929,8929,Web,complete,clickButton,,2019-02-22 06:12:29.236000+00:00,,613,instance with id 613,,,,,,612,CopyPasteStuff,,Button1,,
8930,8930,8930,Web,complete,clickButton,,2019-02-22 06:12:30.223000+00:00,,613,instance with id 613,,,,,,612,CopyPasteStuff,,B2,,
8931,8931,8931,Web,complete,insertValue,,2019-02-22 06:12:31.228000+00:00,,613,instance with id 613,,,182381,,,612,CopyPasteStuff,,ID,,
8932,8932,8932,Excel,complete,copy,,2019-02-22 06:12:35.507000+00:00,,613,instance with id 613,,,Au 58124829 XT,B,1.0,612,CopyPasteStuff,B1.0,,,
8933,8933,8933,Web,complete,paste,,2019-02-22 06:12:37.557000+00:00,,613,instance with id 613,,,Au 58124829 XT,,,612,CopyPasteStuff,,Special code,,
8934,8934,8934,Excel,complete,copy,,2019-02-22 06:12:39.627000+00:00,,613,instance with id 613,,,Melbourne 123,B,2.0,612,CopyPasteStuff,B2.0,,,
8935,8935,8935,Web,complete,paste,,2019-02-22 06:12:43.014000+00:00,,613,instance with id 613,,,Melbourne 123,,,612,CopyPasteStuff,,Area,,
8936,8936,8936,Web,complete,clickButton,,2019-02-22 06:12:45.051000+00:00,,613,instance with id 613,,,,,,612,CopyPasteStuff,,OK,,
8937,8937,8937,Excel,complete,openFile,Sheet1,2019-02-22 06:12:55.051000+00:00,data.xls,614,instance with id 614,,,,,,613,CopyPasteStuff,,,,
8938,8938,8938,Web,complete,goToUrl,,2019-02-22 06:12:58.207000+00:00,,614,instance with id 614,www.webpage.com,,,,,613,CopyPasteStuff,,,,
8939,8939,8939,Web,complete,insertValue,,2019-02-22 06:12:58.207000+00:00,,614,instance with id 614,,,Frank01,,,613,CopyPasteStuff,,username,,
8940,8940,8940,Web,complete,insertValue,,2019-02-22 06:13:00.703000+00:00,,614,instance with id 614,,,LittleFrank123,,,613,CopyPasteStuff,,password,,
8941,8941,8941,Web,complete,clickButton,,2019-02-22 06:13:13.875000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,confirm,,
8942,8942,8942,Web,complete,waitResponse,,2019-02-22 06:13:16.547000+00:00,,614,instance with id 614,www.webpage.com/error,,,,,613,CopyPasteStuff,,,,
8943,8943,8943,Web,complete,goToUrl,,2019-02-22 06:13:22.617000+00:00,,614,instance with id 614,www.webpage.com,,,,,613,CopyPasteStuff,,,,
8944,8944,8944,Web,complete,insertValue,,2019-02-22 06:13:29.111000+00:00,,614,instance with id 614,,,Frank01,,,613,CopyPasteStuff,,username,,
8945,8945,8945,Web,complete,insertValue,,2019-02-22 06:13:34.617000+00:00,,614,instance with id 614,,,LittleFrank123,,,613,CopyPasteStuff,,password,,
8946,8946,8946,Web,complete,clickButton,,2019-02-22 06:13:54.959000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,confirm,,
8947,8947,8947,Web,complete,waitResponse,,2019-02-22 06:13:58.957000+00:00,,614,instance with id 614,www.webpage.com/error,,,,,613,CopyPasteStuff,,,,
8948,8948,8948,Web,complete,goToUrl,,2019-02-22 06:14:05.587000+00:00,,614,instance with id 614,www.webpage.com,,,,,613,CopyPasteStuff,,,,
8949,8949,8949,Web,complete,insertValue,,2019-02-22 06:14:13.607000+00:00,,614,instance with id 614,,,Frank01,,,613,CopyPasteStuff,,username,,
8950,8950,8950,Web,complete,insertValue,,2019-02-22 06:14:15.403000+00:00,,614,instance with id 614,,,LittleFrank123,,,613,CopyPasteStuff,,password,,
8951,8951,8951,Web,complete,clickButton,,2019-02-22 06:14:26.981000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,confirm,,
8952,8952,8952,Web,complete,waitResponse,,2019-02-22 06:14:30.569000+00:00,,614,instance with id 614,www.webpage.com/ok,,,,,613,CopyPasteStuff,,,,
8953,8953,8953,Web,complete,clickButton,,2019-02-22 06:14:43.038000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,Button1,,
8954,8954,8954,Web,complete,clickButton,,2019-02-22 06:14:47.617000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,B2,,
8955,8955,8955,Web,complete,insertValue,,2019-02-22 06:14:50.298000+00:00,,614,instance with id 614,,,182381,,,613,CopyPasteStuff,,ID,,
8956,8956,8956,Excel,complete,copy,,2019-02-22 06:14:54.843000+00:00,,614,instance with id 614,,,Au 58124829 XT,B,1.0,613,CopyPasteStuff,B1.0,,,
8957,8957,8957,Web,complete,paste,,2019-02-22 06:14:57.625000+00:00,,614,instance with id 614,,,Au 58124829 XT,,,613,CopyPasteStuff,,Special code,,
8958,8958,8958,Excel,complete,copy,,2019-02-22 06:15:01.249000+00:00,,614,instance with id 614,,,Melbourne 123,B,2.0,613,CopyPasteStuff,B2.0,,,
8959,8959,8959,Web,complete,paste,,2019-02-22 06:15:05.195000+00:00,,614,instance with id 614,,,Melbourne 123,,,613,CopyPasteStuff,,Area,,
8960,8960,8960,Web,complete,clickButton,,2019-02-22 06:15:08.754000+00:00,,614,instance with id 614,,,,,,613,CopyPasteStuff,,OK,,
8961,8961,8961,Excel,complete,openFile,Sheet1,2019-02-22 06:15:18.754000+00:00,data.xls,615,instance with id 615,,,,,,614,CopyPasteStuff,,,,
8962,8962,8962,Web,complete,goToUrl,,2019-02-22 06:15:27.468000+00:00,,615,instance with id 615,www.webpage.com,,,,,614,CopyPasteStuff,,,,
8963,8963,8963,Web,complete,insertValue,,2019-02-22 06:15:28.872000+00:00,,615,instance with id 615,,,Frank01,,,614,CopyPasteStuff,,username,,
8964,8964,8964,Web,complete,insertValue,,2019-02-22 06:15:42.556000+00:00,,615,instance with id 615,,,LittleFrank123,,,614,CopyPasteStuff,,password,,
8965,8965,8965,Web,complete,clickButton,,2019-02-22 06:15:57.009000+00:00,,615,instance with id 615,,,,,,614,CopyPasteStuff,,confirm,,
8966,8966,8966,Web,complete,waitResponse,,2019-02-22 06:16:01.994000+00:00,,615,instance with id 615,www.webpage.com/error,,,,,614,CopyPasteStuff,,,,
8967,8967,8967,Web,complete,goToUrl,,2019-02-22 06:16:16.647000+00:00,,615,instance with id 615,www.webpage.com,,,,,614,CopyPasteStuff,,,,
8968,8968,8968,Web,complete,insertValue,,2019-02-22 06:16:27.406000+00:00,,615,instance with id 615,,,Frank01,,,614,CopyPasteStuff,,username,,
8969,8969,8969,Web,complete,insertValue,,2019-02-22 06:16:29.618000+00:00,,615,instance with id 615,,,LittleFrank123,,,614,CopyPasteStuff,,password,,
8970,8970,8970,Web,complete,clickButton,,2019-02-22 06:16:37.596000+00:00,,615,instance with id 615,,,,,,614,CopyPasteStuff,,confirm,,
8971,8971,8971,Web,complete,waitResponse,,2019-02-22 06:16:41.374000+00:00,,615,instance with id 615,www.webpage.com/error,,,,,614,CopyPasteStuff,,,,
8972,8972,8972,Web,complete,goToUrl,,2019-02-22 06:16:47.414000+00:00,,615,instance with id 615,www.webpage.com,,,,,614,CopyPasteStuff,,,,
8973,8973,8973,Web,complete,insertValue,,2019-02-22 06:16:52.360000+00:00,,615,instance with id 615,,,Frank01,,,614,CopyPasteStuff,,username,,
8974,8974,8974,Web,complete,insertValue,,2019-02-22 06:17:05.961000+00:00,,615,instance with id 615,,,LittleFrank123,,,614,CopyPasteStuff,,password,,
8975,8975,8975,Web,complete,clickButton,,2019-02-22 06:17:20.498000+00:00,,615,instance with id 615,,,,,,614,CopyPasteStuff,,confirm,,
8976,8976,8976,Web,complete,waitResponse,,2019-02-22 06:17:23.353000+00:00,,615,instance with id 615,www.webpage.com/wrong,,,,,614,CopyPasteStuff,,,,
8977,8977,8977,Excel,complete,insertValue,,2019-02-22 06:17:30.783000+00:00,,615,instance with id 615,,,Wrong log-in,A,10.0,614,CopyPasteStuff,A10.0,,,
8978,8978,8978,Excel,complete,insertValue,,2019-02-22 06:17:33.126000+00:00,,615,instance with id 615,,,Wrong log-in,B,10.0,614,CopyPasteStuff,B10.0,,,
8979,8979,8979,Excel,complete,insertValue,,2019-02-22 06:17:36.328000+00:00,,615,instance with id 615,,,Wrong log-in,C,10.0,614,CopyPasteStuff,C10.0,,,
8980,8980,8980,Web,complete,clickButton,,2019-02-22 06:17:39.505000+00:00,,615,instance with id 615,,,,,,614,CopyPasteStuff,,cancel,,
8981,8981,8981,Excel,complete,openFile,Sheet1,2019-02-22 06:17:49.505000+00:00,data.xls,616,instance with id 616,,,,,,615,CopyPasteStuff,,,,
8982,8982,8982,Web,complete,goToUrl,,2019-02-22 06:17:56.499000+00:00,,616,instance with id 616,www.webpage.com,,,,,615,CopyPasteStuff,,,,
8983,8983,8983,Web,complete,insertValue,,2019-02-22 06:18:08.185000+00:00,,616,instance with id 616,,,Frank01,,,615,CopyPasteStuff,,username,,
8984,8984,8984,Web,complete,insertValue,,2019-02-22 06:18:08.185000+00:00,,616,instance with id 616,,,LittleFrank123,,,615,CopyPasteStuff,,password,,
8985,8985,8985,Web,complete,clickButton,,2019-02-22 06:18:08.185000+00:00,,616,instance with id 616,,,,,,615,CopyPasteStuff,,confirm,,
8986,8986,8986,Web,complete,waitResponse,,2019-02-22 06:18:11.109000+00:00,,616,instance with id 616,www.webpage.com/ok,,,,,615,CopyPasteStuff,,,,
8987,8987,8987,Web,complete,clickButton,,2019-02-22 06:18:20.848000+00:00,,616,instance with id 616,,,,,,615,CopyPasteStuff,,Button1,,
8988,8988,8988,Web,complete,clickButton,,2019-02-22 06:18:23.770000+00:00,,616,instance with id 616,,,,,,615,CopyPasteStuff,,B2,,
8989,8989,8989,Web,complete,insertValue,,2019-02-22 06:18:26.989000+00:00,,616,instance with id 616,,,182381,,,615,CopyPasteStuff,,ID,,
8990,8990,8990,Excel,complete,copy,,2019-02-22 06:18:30.425000+00:00,,616,instance with id 616,,,Au 58124829 XT,B,1.0,615,CopyPasteStuff,B1.0,,,
8991,8991,8991,Web,complete,paste,,2019-02-22 06:18:33.797000+00:00,,616,instance with id 616,,,Au 58124829 XT,,,615,CopyPasteStuff,,Special code,,
8992,8992,8992,Excel,complete,copy,,2019-02-22 06:18:36.936000+00:00,,616,instance with id 616,,,Melbourne 123,B,2.0,615,CopyPasteStuff,B2.0,,,
8993,8993,8993,Web,complete,paste,,2019-02-22 06:18:39.270000+00:00,,616,instance with id 616,,,Melbourne 123,,,615,CopyPasteStuff,,Area,,
8994,8994,8994,Web,complete,clickButton,,2019-02-22 06:18:44.237000+00:00,,616,instance with id 616,,,,,,615,CopyPasteStuff,,OK,,
8995,8995,8995,Excel,complete,openFile,Sheet1,2019-02-22 06:18:54.237000+00:00,data.xls,617,instance with id 617,,,,,,616,CopyPasteStuff,,,,
8996,8996,8996,Web,complete,goToUrl,,2019-02-22 06:19:03.588000+00:00,,617,instance with id 617,www.webpage.com,,,,,616,CopyPasteStuff,,,,
8997,8997,8997,Web,complete,insertValue,,2019-02-22 06:19:11.986000+00:00,,617,instance with id 617,,,Frank01,,,616,CopyPasteStuff,,username,,
8998,8998,8998,Web,complete,insertValue,,2019-02-22 06:19:29.102000+00:00,,617,instance with id 617,,,LittleFrank123,,,616,CopyPasteStuff,,password,,
8999,8999,8999,Web,complete,clickButton,,2019-02-22 06:19:46.920000+00:00,,617,instance with id 617,,,,,,616,CopyPasteStuff,,confirm,,
9000,9000,9000,Web,complete,waitResponse,,2019-02-22 06:19:48.956000+00:00,,617,instance with id 617,www.webpage.com/wrong,,,,,616,CopyPasteStuff,,,,
9001,9001,9001,Excel,complete,insertValue,,2019-02-22 06:20:00.590000+00:00,,617,instance with id 617,,,Wrong log-in,A,10.0,616,CopyPasteStuff,A10.0,,,
9002,9002,9002,Excel,complete,insertValue,,2019-02-22 06:20:03.078000+00:00,,617,instance with id 617,,,Wrong log-in,B,10.0,616,CopyPasteStuff,B10.0,,,
9003,9003,9003,Excel,complete,insertValue,,2019-02-22 06:20:04.493000+00:00,,617,instance with id 617,,,Wrong log-in,C,10.0,616,CopyPasteStuff,C10.0,,,
9004,9004,9004,Web,complete,clickButton,,2019-02-22 06:20:08.092000+00:00,,617,instance with id 617,,,,,,616,CopyPasteStuff,,cancel,,
9005,9005,9005,Excel,complete,openFile,Sheet1,2019-02-22 06:20:18.092000+00:00,data.xls,618,instance with id 618,,,,,,617,CopyPasteStuff,,,,
9006,9006,9006,Web,complete,goToUrl,,2019-02-22 06:20:23.178000+00:00,,618,instance with id 618,www.webpage.com,,,,,617,CopyPasteStuff,,,,
9007,9007,9007,Web,complete,insertValue,,2019-02-22 06:20:23.178000+00:00,,618,instance with id 618,,,Frank01,,,617,CopyPasteStuff,,username,,
9008,9008,9008,Web,complete,insertValue,,2019-02-22 06:20:33.861000+00:00,,618,instance with id 618,,,LittleFrank123,,,617,CopyPasteStuff,,password,,
9009,9009,9009,Web,complete,clickButton,,2019-02-22 06:20:43.960000+00:00,,618,instance with id 618,,,,,,617,CopyPasteStuff,,confirm,,
9010,9010,9010,Web,complete,waitResponse,,2019-02-22 06:20:47.798000+00:00,,618,instance with id 618,www.webpage.com/ok,,,,,617,CopyPasteStuff,,,,
9011,9011,9011,Web,complete,clickButton,,2019-02-22 06:20:51.967000+00:00,,618,instance with id 618,,,,,,617,CopyPasteStuff,,Button1,,
9012,9012,9012,Web,complete,clickButton,,2019-02-22 06:20:56.960000+00:00,,618,instance with id 618,,,,,,617,CopyPasteStuff,,B2,,
9013,9013,9013,Web,complete,insertValue,,2019-02-22 06:21:00.249000+00:00,,618,instance with id 618,,,182381,,,617,CopyPasteStuff,,ID,,
9014,9014,9014,Excel,complete,copy,,2019-02-22 06:21:03.085000+00:00,,618,instance with id 618,,,Au 58124829 XT,B,1.0,617,CopyPasteStuff,B1.0,,,
9015,9015,9015,Web,complete,paste,,2019-02-22 06:21:06.483000+00:00,,618,instance with id 618,,,Au 58124829 XT,,,617,CopyPasteStuff,,Special code,,
9016,9016,9016,Excel,complete,copy,,2019-02-22 06:21:09.464000+00:00,,618,instance with id 618,,,Melbourne 123,B,2.0,617,CopyPasteStuff,B2.0,,,
9017,9017,9017,Web,complete,paste,,2019-02-22 06:21:13.877000+00:00,,618,instance with id 618,,,Melbourne 123,,,617,CopyPasteStuff,,Area,,
9018,9018,9018,Web,complete,clickButton,,2019-02-22 06:21:15.464000+00:00,,618,instance with id 618,,,,,,617,CopyPasteStuff,,OK,,
9019,9019,9019,Excel,complete,openFile,Sheet1,2019-02-22 06:21:25.464000+00:00,data.xls,619,instance with id 619,,,,,,618,CopyPasteStuff,,,,
9020,9020,9020,Web,complete,goToUrl,,2019-02-22 06:21:30.242000+00:00,,619,instance with id 619,www.webpage.com,,,,,618,CopyPasteStuff,,,,
9021,9021,9021,Web,complete,insertValue,,2019-02-22 06:21:46.954000+00:00,,619,instance with id 619,,,Frank01,,,618,CopyPasteStuff,,username,,
9022,9022,9022,Web,complete,insertValue,,2019-02-22 06:21:56.707000+00:00,,619,instance with id 619,,,LittleFrank123,,,618,CopyPasteStuff,,password,,
9023,9023,9023,Web,complete,clickButton,,2019-02-22 06:22:08.475000+00:00,,619,instance with id 619,,,,,,618,CopyPasteStuff,,confirm,,
9024,9024,9024,Web,complete,waitResponse,,2019-02-22 06:22:09.371000+00:00,,619,instance with id 619,www.webpage.com/error,,,,,618,CopyPasteStuff,,,,
9025,9025,9025,Web,complete,goToUrl,,2019-02-22 06:22:20+00:00,,619,instance with id 619,www.webpage.com,,,,,618,CopyPasteStuff,,,,
9026,9026,9026,Web,complete,insertValue,,2019-02-22 06:22:23.536000+00:00,,619,instance with id 619,,,Frank01,,,618,CopyPasteStuff,,username,,
9027,9027,9027,Web,complete,insertValue,,2019-02-22 06:22:37.343000+00:00,,619,instance with id 619,,,LittleFrank123,,,618,CopyPasteStuff,,password,,
9028,9028,9028,Web,complete,clickButton,,2019-02-22 06:22:42.119000+00:00,,619,instance with id 619,,,,,,618,CopyPasteStuff,,confirm,,
9029,9029,9029,Web,complete,waitResponse,,2019-02-22 06:22:44.669000+00:00,,619,instance with id 619,www.webpage.com/ok,,,,,618,CopyPasteStuff,,,,
9030,9030,9030,Web,complete,clickButton,,2019-02-22 06:22:53.069000+00:00,,619,instance with id 619,,,,,,618,CopyPasteStuff,,Button1,,
9031,9031,9031,Web,complete,clickButton,,2019-02-22 06:22:57.249000+00:00,,619,instance with id 619,,,,,,618,CopyPasteStuff,,B2,,
9032,9032,9032,Web,complete,insertValue,,2019-02-22 06:23:01.802000+00:00,,619,instance with id 619,,,182381,,,618,CopyPasteStuff,,ID,,
9033,9033,9033,Excel,complete,copy,,2019-02-22 06:23:08.071000+00:00,,619,instance with id 619,,,Au 58124829 XT,B,1.0,618,CopyPasteStuff,B1.0,,,
9034,9034,9034,Web,complete,paste,,2019-02-22 06:23:11.170000+00:00,,619,instance with id 619,,,Au 58124829 XT,,,618,CopyPasteStuff,,Special code,,
9035,9035,9035,Excel,complete,copy,,2019-02-22 06:23:14.607000+00:00,,619,instance with id 619,,,Melbourne 123,B,2.0,618,CopyPasteStuff,B2.0,,,
9036,9036,9036,Web,complete,paste,,2019-02-22 06:23:19.088000+00:00,,619,instance with id 619,,,Melbourne 123,,,618,CopyPasteStuff,,Area,,
9037,9037,9037,Web,complete,clickButton,,2019-02-22 06:23:23.115000+00:00,,619,instance with id 619,,,,,,618,CopyPasteStuff,,OK,,
9038,9038,9038,Excel,complete,openFile,Sheet1,2019-02-22 06:23:33.115000+00:00,data.xls,620,instance with id 620,,,,,,619,CopyPasteStuff,,,,
9039,9039,9039,Web,complete,goToUrl,,2019-02-22 06:23:37.618000+00:00,,620,instance with id 620,www.webpage.com,,,,,619,CopyPasteStuff,,,,
9040,9040,9040,Web,complete,insertValue,,2019-02-22 06:23:50.986000+00:00,,620,instance with id 620,,,Frank01,,,619,CopyPasteStuff,,username,,
9041,9041,9041,Web,complete,insertValue,,2019-02-22 06:23:54.858000+00:00,,620,instance with id 620,,,LittleFrank123,,,619,CopyPasteStuff,,password,,
9042,9042,9042,Web,complete,clickButton,,2019-02-22 06:24:12.400000+00:00,,620,instance with id 620,,,,,,619,CopyPasteStuff,,confirm,,
9043,9043,9043,Web,complete,waitResponse,,2019-02-22 06:24:16.074000+00:00,,620,instance with id 620,www.webpage.com/ok,,,,,619,CopyPasteStuff,,,,
9044,9044,9044,Web,complete,clickButton,,2019-02-22 06:24:28.806000+00:00,,620,instance with id 620,,,,,,619,CopyPasteStuff,,Button1,,
9045,9045,9045,Web,complete,clickButton,,2019-02-22 06:24:33.395000+00:00,,620,instance with id 620,,,,,,619,CopyPasteStuff,,B2,,
9046,9046,9046,Web,complete,insertValue,,2019-02-22 06:24:37.224000+00:00,,620,instance with id 620,,,182381,,,619,CopyPasteStuff,,ID,,
9047,9047,9047,Excel,complete,copy,,2019-02-22 06:24:41.448000+00:00,,620,instance with id 620,,,Au 58124829 XT,B,1.0,619,CopyPasteStuff,B1.0,,,
9048,9048,9048,Web,complete,paste,,2019-02-22 06:24:44.969000+00:00,,620,instance with id 620,,,Au 58124829 XT,,,619,CopyPasteStuff,,Special code,,
